Word;Frequency;Frequency in %
heartily;0,0001;0,0091
heat;0,0001;0,0091
heels;0,0001;0,0091
hercules;0,0001;0,0091
hill;0,0001;0,0091
historical;0,0001;0,0091
hits;0,0001;0,0091
honourable;0,0001;0,0091
idle;0,0001;0,0091
ignorance;0,0001;0,0091
ignorant;0,0001;0,0091
importing;0,0001;0,0091
indifferent;0,0001;0,0091
inward;0,0001;0,0091
jephthah;0,0001;0,0091
jest;0,0001;0,0091
jig;0,0001;0,0091
judge;0,0001;0,0091
judgments;0,0001;0,0091
justly;0,0001;0,0091
kills;0,0001;0,0091
kisses;0,0001;0,0091
labour;0,0001;0,0091
left;0,0001;0,0091
lets;0,0001;0,0091
letter;0,0001;0,0091
liberal;0,0001;0,0091
liege;0,0001;0,0091
liest;0,0001;0,0091
likes;0,0001;0,0091
lines;0,0001;0,0091
livery;0,0001;0,0091
lo;0,0001;0,0091
loud;0,0001;0,0091
loving;0,0001;0,0091
married;0,0001;0,0091
masters;0,0001;0,0091
mere;0,0001;0,0091
mistress;0,0001;0,0091
mobled;0,0001;0,0091
morn;0,0001;0,0091
mountain;0,0001;0,0091
murtherer;0,0001;0,0091
nation;0,0001;0,0091
neck;0,0001;0,0091
nights;0,0001;0,0091
nine;0,0001;0,0091
nony;0,0001;0,0091
observe;0,0001;0,0091
odds;0,0001;0,0091
offended;0,0001;0,0091
officer;0,0001;0,0091
often;0,0001;0,0091
open;0,0001;0,0091
order;0,0001;0,0091
organ;0,0001;0,0091
otherwise;0,0001;0,0091
ourself;0,0001;0,0091
parts;0,0001;0,0091
passage;0,0001;0,0091
passing;0,0001;0,0091
past;0,0001;0,0091
patient;0,0001;0,0091
perform;0,0001;0,0091
pious;0,0001;0,0091
pipe;0,0001;0,0091
pit;0,0001;0,0091
piteous;0,0001;0,0091
pith;0,0001;0,0091
pluck;0,0001;0,0091
poland;0,0001;0,0091
post;0,0001;0,0091
powers;0,0001;0,0091
prepare;0,0001;0,0091
presence;0,0001;0,0091
process;0,0001;0,0091
proclaim;0,0001;0,0091
profit;0,0001;0,0091
proud;0,0001;0,0091
prov;0,0001;0,0091
prove;0,0001;0,0091
pure;0,0001;0,0091
purposes;0,0001;0,0091
purse;0,0001;0,0091
r;0,0001;0,0091
rage;0,0001;0,0091
rapier;0,0001;0,0091
rapiers;0,0001;0,0091
rash;0,0001;0,0091
rat;0,0001;0,0091
receiv;0,0001;0,0091
recorders;0,0001;0,0091
recover;0,0001;0,0091
remains;0,0001;0,0091
repent;0,0001;0,0091
reveng;0,0001;0,0091
rich;0,0001;0,0091
rises;0,0001;0,0091
rogue;0,0001;0,0091
rous;0,0001;0,0091
rouse;0,0001;0,0091
royal;0,0001;0,0091
rul;0,0001;0,0091
sail;0,0001;0,0091
sailors;0,0001;0,0091
saint;0,0001;0,0091
salt;0,0001;0,0091
scope;0,0001;0,0091
secrecy;0,0001;0,0091
seeming;0,0001;0,0091
servant;0,0001;0,0091
shake;0,0001;0,0091
shapes;0,0001;0,0091
shoulder;0,0001;0,0091
sides;0,0001;0,0091
sin;0,0001;0,0091
sirs;0,0001;0,0091
sith;0,0001;0,0091
skill;0,0001;0,0091
slow;0,0001;0,0091
smiling;0,0001;0,0091
soil;0,0001;0,0091
solemn;0,0001;0,0091
sometime;0,0001;0,0091
sometimes;0,0001;0,0091
sore;0,0001;0,0091
sort;0,0001;0,0091
sovereign;0,0001;0,0091
special;0,0001;0,0091
sponge;0,0001;0,0091
sport;0,0001;0,0091
spring;0,0001;0,0091
steel;0,0001;0,0091
stick;0,0001;0,0091
stole;0,0001;0,0091
story;0,0001;0,0091
stuff;0,0001;0,0091
subject;0,0001;0,0091
suffer;0,0001;0,0091
suffers;0,0001;0,0091
suit;0,0001;0,0091
suits;0,0001;0,0091
sworn;0,0001;0,0091
taken;0,0001;0,0091
tame;0,0001;0,0091
tear;0,0001;0,0091
tempt;0,0001;0,0091
tenders;0,0001;0,0091
theme;0,0001;0,0091
thick;0,0001;0,0091
third;0,0001;0,0091
thirty;0,0001;0,0091
thither;0,0001;0,0091
tongues;0,0001;0,0091
touching;0,0001;0,0091
tragedy;0,0001;0,0091
trial;0,0001;0,0091
tricks;0,0001;0,0091
trumpets;0,0001;0,0091
understanding;0,0001;0,0091
unfold;0,0001;0,0091
unless;0,0001;0,0091
unseen;0,0001;0,0091
uses;0,0001;0,0091
v;0,0001;0,0091
venom;0,0001;0,0091
vice;0,0001;0,0091
visitation;0,0001;0,0091
vouchsafe;0,0001;0,0091
wanton;0,0001;0,0091
waves;0,0001;0,0091
ways;0,0001;0,0091
wed;0,0001;0,0091
wheel;0,0001;0,0091
wherefore;0,0001;0,0091
whilst;0,0001;0,0091
win;0,0001;0,0091
winds;0,0001;0,0091
wisest;0,0001;0,0091
withdraw;0,0001;0,0091
wondrous;0,0001;0,0091
wont;0,0001;0,0091
worse;0,0001;0,0091
worth;0,0001;0,0091
wretch;0,0001;0,0091
years;0,0001;0,0091
absolute;0,0001;0,0061
absurd;0,0001;0,0061
accent;0,0001;0,0061
according;0,0001;0,0061
actions;0,0001;0,0061
actors;0,0001;0,0061
acts;0,0001;0,0061
adam;0,0001;0,0061
admit;0,0001;0,0061
advancement;0,0001;0,0061
afar;0,0001;0,0061
aha;0,0001;0,0061
aim;0,0001;0,0061
alarm;0,0001;0,0061
allowance;0,0001;0,0061
aloof;0,0001;0,0061
amazement;0,0001;0,0061
ambassador;0,0001;0,0061
amiss;0,0001;0,0061
antique;0,0001;0,0061
apart;0,0001;0,0061
ape;0,0001;0,0061
apparition;0,0001;0,0061
appears;0,0001;0,0061
apprehension;0,0001;0,0061
approve;0,0001;0,0061
apt;0,0001;0,0061
armed;0,0001;0,0061
army;0,0001;0,0061
arrant;0,0001;0,0061
arrows;0,0001;0,0061
article;0,0001;0,0061
asking;0,0001;0,0061
asleep;0,0001;0,0061
assigns;0,0001;0,0061
assistant;0,0001;0,0061
assur;0,0001;0,0061
assurance;0,0001;0,0061
author;0,0001;0,0061
awake;0,0001;0,0061
awe;0,0001;0,0061
axe;0,0001;0,0061
baby;0,0001;0,0061
bak;0,0001;0,0061
bands;0,0001;0,0061
barbary;0,0001;0,0061
bark;0,0001;0,0061
baser;0,0001;0,0061
basket;0,0001;0,0061
bat;0,0001;0,0061
bearers;0,0001;0,0061
bears;0,0001;0,0061
beasts;0,0001;0,0061
beautified;0,0001;0,0061
beggars;0,0001;0,0061
begins;0,0001;0,0061
beguile;0,0001;0,0061
behaviour;0,0001;0,0061
belike;0,0001;0,0061
bell;0,0001;0,0061
beware;0,0001;0,0061
beyond;0,0001;0,0061
bird;0,0001;0,0061
blank;0,0001;0,0061
blast;0,0001;0,0061
blasted;0,0001;0,0061
bleed;0,0001;0,0061
blest;0,0001;0,0061
blown;0,0001;0,0061
blows;0,0001;0,0061
blush;0,0001;0,0061
breaks;0,0001;0,0061
breathing;0,0001;0,0061
breed;0,0001;0,0061
breeding;0,0001;0,0061
broad;0,0001;0,0061
broke;0,0001;0,0061
brook;0,0001;0,0061
brothers;0,0001;0,0061
brows;0,0001;0,0061
builds;0,0001;0,0061
bulk;0,0001;0,0061
burn;0,0001;0,0061
burning;0,0001;0,0061
burns;0,0001;0,0061
buzz;0,0001;0,0061
caesar;0,0001;0,0061
calm;0,0001;0,0061
camel;0,0001;0,0061
canker;0,0001;0,0061
capable;0,0001;0,0061
capital;0,0001;0,0061
card;0,0001;0,0061
carpenter;0,0001;0,0061
carrying;0,0001;0,0061
catch;0,0001;0,0061
caught;0,0001;0,0061
celestial;0,0001;0,0061
chance;0,0001;0,0061
chances;0,0001;0,0061
chapel;0,0001;0,0061
character;0,0001;0,0061
charitable;0,0001;0,0061
cheek;0,0001;0,0061
cheerfully;0,0001;0,0061
child;0,0001;0,0061
choler;0,0001;0,0061
church;0,0001;0,0061
city;0,0001;0,0061
claudius;0,0001;0,0061
coldly;0,0001;0,0061
collected;0,0001;0,0061
collection;0,0001;0,0061
com;0,0001;0,0061
comedy;0,0001;0,0061
comical;0,0001;0,0061
comply;0,0001;0,0061
confine;0,0001;0,0061
confound;0,0001;0,0061
contagion;0,0001;0,0061
continent;0,0001;0,0061
contrive;0,0001;0,0061
convert;0,0001;0,0061
cost;0,0001;0,0061
couch;0,0001;0,0061
coward;0,0001;0,0061
crack;0,0001;0,0061
craft;0,0001;0,0061
creature;0,0001;0,0061
crew;0,0001;0,0061
crowner;0,0001;0,0061
cruel;0,0001;0,0061
currents;0,0001;0,0061
cut;0,0001;0,0061
daggers;0,0001;0,0061
dar;0,0001;0,0061
dearest;0,0001;0,0061
dearly;0,0001;0,0061
defeat;0,0001;0,0061
defect;0,0001;0,0061
defence;0,0001;0,0061
delay;0,0001;0,0061
delicate;0,0001;0,0061
demand;0,0001;0,0061
demands;0,0001;0,0061
deny;0,0001;0,0061
depends;0,0001;0,0061
desert;0,0001;0,0061
desp;0,0001;0,0061
desperation;0,0001;0,0061
destroy;0,0001;0,0061
diadem;0,0001;0,0061
diet;0,0001;0,0061
difference;0,0001;0,0061
dig;0,0001;0,0061
dignity;0,0001;0,0061
directly;0,0001;0,0061
dirt;0,0001;0,0061
disclos;0,0001;0,0061
dishonour;0,0001;0,0061
dismal;0,0001;0,0061
distraction;0,0001;0,0061
distrust;0,0001;0,0061
divide;0,0001;0,0061
divinity;0,0001;0,0061
dog;0,0001;0,0061
doom;0,0001;0,0061
doubtful;0,0001;0,0061
dove;0,0001;0,0061
dozen;0,0001;0,0061
drive;0,0001;0,0061
eager;0,0001;0,0061
easiness;0,0001;0,0061
easy;0,0001;0,0061
eats;0,0001;0,0061
effects;0,0001;0,0061
em;0,0001;0,0061
embrace;0,0001;0,0061
empire;0,0001;0,0061
employment;0,0001;0,0061
enact;0,0001;0,0061
ends;0,0001;0,0061
enemies;0,0001;0,0061
english;0,0001;0,0061
enterprise;0,0001;0,0061
entreaty;0,0001;0,0061
envy;0,0001;0,0061
epitaph;0,0001;0,0061
equal;0,0001;0,0061
escape;0,0001;0,0061
especially;0,0001;0,0061
eternal;0,0001;0,0061
event;0,0001;0,0061
everything;0,0001;0,0061
exchange;0,0001;0,0061
exercise;0,0001;0,0061
expel;0,0001;0,0061
extremity;0,0001;0,0061
faces;0,0001;0,0061
faculties;0,0001;0,0061
falling;0,0001;0,0061
fame;0,0001;0,0061
fares;0,0001;0,0061
farm;0,0001;0,0061
fate;0,0001;0,0061
fates;0,0001;0,0061
fathers;0,0001;0,0061
favours;0,0001;0,0061
fears;0,0001;0,0061
feature;0,0001;0,0061
fed;0,0001;0,0061
feet;0,0001;0,0061
fellowship;0,0001;0,0061
fetch;0,0001;0,0061
fighting;0,0001;0,0061
fill;0,0001;0,0061
fines;0,0001;0,0061
finger;0,0001;0,0061
fish;0,0001;0,0061
fishmonger;0,0001;0,0061
fits;0,0001;0,0061
flame;0,0001;0,0061
flames;0,0001;0,0061
flaming;0,0001;0,0061
flatter;0,0001;0,0061
foe;0,0001;0,0061
foil;0,0001;0,0061
followed;0,0001;0,0061
food;0,0001;0,0061
fools;0,0001;0,0061
forbid;0,0001;0,0061
forc;0,0001;0,0061
forehead;0,0001;0,0061
forgive;0,0001;0,0061
fortunes;0,0001;0,0061
forty;0,0001;0,0061
frankly;0,0001;0,0061
fruit;0,0001;0,0061
gain;0,0001;0,0061
gait;0,0001;0,0061
galls;0,0001;0,0061
garden;0,0001;0,0061
gent;0,0001;0,0061
gentry;0,0001;0,0061
glass;0,0001;0,0061
glean;0,0001;0,0061
goodness;0,0001;0,0061
got;0,0001;0,0061
graces;0,0001;0,0061
grapple;0,0001;0,0061
grass;0,0001;0,0061
graves;0,0001;0,0061
grieve;0,0001;0,0061
guest;0,0001;0,0061
guts;0,0001;0,0061
happily;0,0001;0,0061
harlot;0,0001;0,0061
hat;0,0001;0,0061
hatch;0,0001;0,0061
having;0,0001;0,0061
heads;0,0001;0,0061
hearers;0,0001;0,0061
hearts;0,0001;0,0061
heavenly;0,0001;0,0061
heed;0,0001;0,0061
heel;0,0001;0,0061
held;0,0001;0,0061
heraldry;0,0001;0,0061
hey;0,0001;0,0061
hid;0,0001;0,0061
hideous;0,0001;0,0061
history;0,0001;0,0061
hitherto;0,0001;0,0061
hobby;0,0001;0,0061
holy;0,0001;0,0061
horrid;0,0001;0,0061
horridly;0,0001;0,0061
horses;0,0001;0,0061
hours;0,0001;0,0061
hum;0,0001;0,0061
hundred;0,0001;0,0061
hurt;0,0001;0,0061
hurts;0,0001;0,0061
hyperion;0,0001;0,0061
ice;0,0001;0,0061
immediate;0,0001;0,0061
imminent;0,0001;0,0061
impon;0,0001;0,0061
incens;0,0001;0,0061
inclination;0,0001;0,0061
inform;0,0001;0,0061
instrument;0,0001;0,0061
intent;0,0001;0,0061
issue;0,0001;0,0061
jealousy;0,0001;0,0061
join;0,0001;0,0061
joint;0,0001;0,0061
jot;0,0001;0,0061
jove;0,0001;0,0061
joys;0,0001;0,0061
julius;0,0001;0,0061
jump;0,0001;0,0061
just;0,0001;0,0061
keen;0,0001;0,0061
kin;0,0001;0,0061
kings;0,0001;0,0061
kissing;0,0001;0,0061
knavery;0,0001;0,0061
knavish;0,0001;0,0061
kneels;0,0001;0,0061
knees;0,0001;0,0061
knock;0,0001;0,0061
knowing;0,0001;0,0061
lap;0,0001;0,0061
larded;0,0001;0,0061
lasting;0,0001;0,0061
lawless;0,0001;0,0061
laying;0,0001;0,0061
leaps;0,0001;0,0061
least;0,0001;0,0061
led;0,0001;0,0061
level;0,0001;0,0061
levies;0,0001;0,0061
limbs;0,0001;0,0061
line;0,0001;0,0061
lips;0,0001;0,0061
liquor;0,0001;0,0061
liv;0,0001;0,0061
living;0,0001;0,0061
loam;0,0001;0,0061
lobby;0,0001;0,0061
loose;0,0001;0,0061
loved;0,0001;0,0061
lucianus;0,0001;0,0061
lunacy;0,0001;0,0061
lungs;0,0001;0,0061
lust;0,0001;0,0061
maggots;0,0001;0,0061
maiden;0,0001;0,0061
maids;0,0001;0,0061
majestical;0,0001;0,0061
majesties;0,0001;0,0061
malicious;0,0001;0,0061
manners;0,0001;0,0061
mars;0,0001;0,0061
mason;0,0001;0,0061
master;0,0001;0,0061
match;0,0001;0,0061
matters;0,0001;0,0061
meeting;0,0001;0,0061
melancholy;0,0001;0,0061
melt;0,0001;0,0061
merely;0,0001;0,0061
merit;0,0001;0,0061
merry;0,0001;0,0061
messengers;0,0001;0,0061
method;0,0001;0,0061
middle;0,0001;0,0061
mighty;0,0001;0,0061
minds;0,0001;0,0061
mirror;0,0001;0,0061
mirth;0,0001;0,0061
mischance;0,0001;0,0061
mole;0,0001;0,0061
moment;0,0001;0,0061
money;0,0001;0,0061
mount;0,0001;0,0061
mountains;0,0001;0,0061
mourn;0,0001;0,0061
mouse;0,0001;0,0061
moves;0,0001;0,0061
muddy;0,0001;0,0061
murd;0,0001;0,0061
mutes;0,0001;0,0061
naked;0,0001;0,0061
naught;0,0001;0,0061
ne;0,0001;0,0061
nearer;0,0001;0,0061
necessary;0,0001;0,0061
neglected;0,0001;0,0061
neighbour;0,0001;0,0061
neptune;0,0001;0,0061
norman;0,0001;0,0061
north;0,0001;0,0061
nose;0,0001;0,0061
numbers;0,0001;0,0061
oath;0,0001;0,0061
obedience;0,0001;0,0061
obligation;0,0001;0,0061
observance;0,0001;0,0061
odd;0,0001;0,0061
officers;0,0001;0,0061
ones;0,0001;0,0061
opinions;0,0001;0,0061
opposition;0,0001;0,0061
orchard;0,0001;0,0061
ordnance;0,0001;0,0061
origin;0,0001;0,0061
ours;0,0001;0,0061
outward;0,0001;0,0061
overdone;0,0001;0,0061
pace;0,0001;0,0061
painted;0,0001;0,0061
pair;0,0001;0,0061
palm;0,0001;0,0061
paper;0,0001;0,0061
passionate;0,0001;0,0061
pastime;0,0001;0,0061
patch;0,0001;0,0061
peasant;0,0001;0,0061
peep;0,0001;0,0061
perfume;0,0001;0,0061
pestilent;0,0001;0,0061
petty;0,0001;0,0061
philosophy;0,0001;0,0061
picture;0,0001;0,0061
plac;0,0001;0,0061
plague;0,0001;0,0061
playing;0,0001;0,0061
pleas;0,0001;0,0061
pleasures;0,0001;0,0061
plots;0,0001;0,0061
plucks;0,0001;0,0061
points;0,0001;0,0061
poisoner;0,0001;0,0061
pole;0,0001;0,0061
possess;0,0001;0,0061
potent;0,0001;0,0061
pour;0,0001;0,0061
pours;0,0001;0,0061
prais;0,0001;0,0061
praise;0,0001;0,0061
prayer;0,0001;0,0061
prayers;0,0001;0,0061
precedent;0,0001;0,0061
precious;0,0001;0,0061
pregnant;0,0001;0,0061
pretty;0,0001;0,0061
prevent;0,0001;0,0061
prick;0,0001;0,0061
prisoner;0,0001;0,0061
proceed;0,0001;0,0061
proclaims;0,0001;0,0061
prodigal;0,0001;0,0061
profound;0,0001;0,0061
promis;0,0001;0,0061
promise;0,0001;0,0061
pronounc;0,0001;0,0061
proper;0,0001;0,0061
prophesy;0,0001;0,0061
propose;0,0001;0,0061
providence;0,0001;0,0061
puff;0,0001;0,0061
punish;0,0001;0,0061
purging;0,0001;0,0061
purpos;0,0001;0,0061
pursue;0,0001;0,0061
quarrel;0,0001;0,0061
quit;0,0001;0,0061
rain;0,0001;0,0061
ranker;0,0001;0,0061
reading;0,0001;0,0061
reasons;0,0001;0,0061
rebellious;0,0001;0,0061
recoveries;0,0001;0,0061
reform;0,0001;0,0061
regard;0,0001;0,0061
region;0,0001;0,0061
reliev;0,0001;0,0061
relish;0,0001;0,0061
remain;0,0001;0,0061
remove;0,0001;0,0061
rend;0,0001;0,0061
repair;0,0001;0,0061
reply;0,0001;0,0061
requite;0,0001;0,0061
respect;0,0001;0,0061
rests;0,0001;0,0061
returns;0,0001;0,0061
rewards;0,0001;0,0061
rhenish;0,0001;0,0061
richer;0,0001;0,0061
rights;0,0001;0,0061
rise;0,0001;0,0061
rites;0,0001;0,0061
roar;0,0001;0,0061
roman;0,0001;0,0061
rome;0,0001;0,0061
rotten;0,0001;0,0061
roughly;0,0001;0,0061
rub;0,0001;0,0061
rude;0,0001;0,0061
rue;0,0001;0,0061
rugged;0,0001;0,0061
run;0,0001;0,0061
runs;0,0001;0,0061
sable;0,0001;0,0061
sables;0,0001;0,0061
safe;0,0001;0,0061
safely;0,0001;0,0061
sailor;0,0001;0,0061
salvation;0,0001;0,0061
sate;0,0001;0,0061
sblood;0,0001;0,0061
scale;0,0001;0,0061
scandal;0,0001;0,0061
scape;0,0001;0,0061
scarce;0,0001;0,0061
scarcely;0,0001;0,0061
scholar;0,0001;0,0061
scourge;0,0001;0,0061
scripture;0,0001;0,0061
seat;0,0001;0,0061
secure;0,0001;0,0061
seeks;0,0001;0,0061
sees;0,0001;0,0061
self;0,0001;0,0061
sending;0,0001;0,0061
senseless;0,0001;0,0061
serpent;0,0001;0,0061
serv;0,0001;0,0061
servants;0,0001;0,0061
serve;0,0001;0,0061
serves;0,0001;0,0061
sets;0,0001;0,0061
settled;0,0001;0,0061
sexton;0,0001;0,0061
ship;0,0001;0,0061
shipwright;0,0001;0,0061
shoes;0,0001;0,0061
shouldst;0,0001;0,0061
shown;0,0001;0,0061
shuffling;0,0001;0,0061
sickly;0,0001;0,0061
sickness;0,0001;0,0061
side;0,0001;0,0061
signify;0,0001;0,0061
sinews;0,0001;0,0061
single;0,0001;0,0061
slander;0,0001;0,0061
slaughter;0,0001;0,0061
slightly;0,0001;0,0061
smile;0,0001;0,0061
smooth;0,0001;0,0061
songs;0,0001;0,0061
sooner;0,0001;0,0061
source;0,0001;0,0061
spoke;0,0001;0,0061
spoken;0,0001;0,0061
spokes;0,0001;0,0061
spread;0,0001;0,0061
spurns;0,0001;0,0061
stamp;0,0001;0,0061
station;0,0001;0,0061
steep;0,0001;0,0061
step;0,0001;0,0061
sting;0,0001;0,0061
stone;0,0001;0,0061
stops;0,0001;0,0061
strangely;0,0001;0,0061
straw;0,0001;0,0061
streets;0,0001;0,0061
strength;0,0001;0,0061
strew;0,0001;0,0061
strict;0,0001;0,0061
strike;0,0001;0,0061
strumpet;0,0001;0,0061
substance;0,0001;0,0061
succession;0,0001;0,0061
suck;0,0001;0,0061
suff;0,0001;0,0061
sultry;0,0001;0,0061
summit;0,0001;0,0061
supper;0,0001;0,0061
suppress;0,0001;0,0061
swearing;0,0001;0,0061
sweat;0,0001;0,0061
sweep;0,0001;0,0061
swift;0,0001;0,0061
swounds;0,0001;0,0061
ta;0,0001;0,0061
tables;0,0001;0,0061
tardy;0,0001;0,0061
tax;0,0001;0,0061
tedious;0,0001;0,0061
teeth;0,0001;0,0061
term;0,0001;0,0061
thin;0,0001;0,0061
throne;0,0001;0,0061
thrown;0,0001;0,0061
throws;0,0001;0,0061
thunder;0,0001;0,0061
toe;0,0001;0,0061
toy;0,0001;0,0061
trace;0,0001;0,0061
trade;0,0001;0,0061
tragical;0,0001;0,0061
trail;0,0001;0,0061
translate;0,0001;0,0061
travel;0,0001;0,0061
treacherous;0,0001;0,0061
treachery;0,0001;0,0061
treble;0,0001;0,0061
tree;0,0001;0,0061
tremble;0,0001;0,0061
tribute;0,0001;0,0061
trouble;0,0001;0,0061
troubles;0,0001;0,0061
truant;0,0001;0,0061
trust;0,0001;0,0061
tune;0,0001;0,0061
tunes;0,0001;0,0061
tush;0,0001;0,0061
twain;0,0001;0,0061
twixt;0,0001;0,0061
unbated;0,0001;0,0061
unction;0,0001;0,0061
undertake;0,0001;0,0061
union;0,0001;0,0061
unknown;0,0001;0,0061
unworthy;0,0001;0,0061
usurp;0,0001;0,0061
utt;0,0001;0,0061
valentine;0,0001;0,0061
valiant;0,0001;0,0061
vantage;0,0001;0,0061
variable;0,0001;0,0061
vengeance;0,0001;0,0061
view;0,0001;0,0061
violets;0,0001;0,0061
virtues;0,0001;0,0061
volt;0,0001;0,0061
vouchers;0,0001;0,0061
vow;0,0001;0,0061
voyage;0,0001;0,0061
vulgar;0,0001;0,0061
wag;0,0001;0,0061
wait;0,0001;0,0061
walks;0,0001;0,0061
want;0,0001;0,0061
wants;0,0001;0,0061
war;0,0001;0,0061
wars;0,0001;0,0061
wary;0,0001;0,0061
wash;0,0001;0,0061
wax;0,0001;0,0061
waxes;0,0001;0,0061
weak;0,0001;0,0061
weakness;0,0001;0,0061
weapon;0,0001;0,0061
wears;0,0001;0,0061
weary;0,0001;0,0061
weasel;0,0001;0,0061
west;0,0001;0,0061
whale;0,0001;0,0061
whereof;0,0001;0,0061
whiles;0,0001;0,0061
whips;0,0001;0,0061
whisper;0,0001;0,0061
whoreson;0,0001;0,0061
wildly;0,0001;0,0061
willing;0,0001;0,0061
willingly;0,0001;0,0061
wine;0,0001;0,0061
wings;0,0001;0,0061
wipe;0,0001;0,0061
wise;0,0001;0,0061
wisely;0,0001;0,0061
witchcraft;0,0001;0,0061
witness;0,0001;0,0061
wittingly;0,0001;0,0061
wonderful;0,0001;0,0061
wonted;0,0001;0,0061
working;0,0001;0,0061
wormwood;0,0001;0,0061
wounded;0,0001;0,0061
wounds;0,0001;0,0061
wrote;0,0001;0,0061
yield;0,0001;0,0061
yonder;0,0001;0,0061
yorick;0,0001;0,0061
abate;0,0000;0,0030
abatements;0,0000;0,0030
abhorred;0,0000;0,0030
ability;0,0000;0,0030
able;0,0000;0,0030
abominably;0,0000;0,0030
abridgment;0,0000;0,0030
abroad;0,0000;0,0030
absent;0,0000;0,0030
abstinence;0,0000;0,0030
abstract;0,0000;0,0030
abus;0,0000;0,0030
abuse;0,0000;0,0030
abuses;0,0000;0,0030
accepts;0,0000;0,0030
access;0,0000;0,0030
accidental;0,0000;0,0030
accidents;0,0000;0,0030
accord;0,0000;0,0030
account;0,0000;0,0030
accounted;0,0000;0,0030
accurst;0,0000;0,0030
accuse;0,0000;0,0030
ache;0,0000;0,0030
achievements;0,0000;0,0030
acquaint;0,0000;0,0030
acquire;0,0000;0,0030
acquittance;0,0000;0,0030
acres;0,0000;0,0030
across;0,0000;0,0030
acted;0,0000;0,0030
acting;0,0000;0,0030
actively;0,0000;0,0030
adders;0,0000;0,0030
addicted;0,0000;0,0030
address;0,0000;0,0030
adheres;0,0000;0,0030
adjoin;0,0000;0,0030
admirable;0,0000;0,0030
admittance;0,0000;0,0030
adoption;0,0000;0,0030
adulterate;0,0000;0,0030
advanc;0,0000;0,0030
advantage;0,0000;0,0030
adventurous;0,0000;0,0030
advise;0,0000;0,0030
aeneas;0,0000;0,0030
afeard;0,0000;0,0030
affairs;0,0000;0,0030
affectation;0,0000;0,0030
affections;0,0000;0,0030
afflict;0,0000;0,0030
afflicts;0,0000;0,0030
affrighted;0,0000;0,0030
affront;0,0000;0,0030
afoot;0,0000;0,0030
afraid;0,0000;0,0030
afternoon;0,0000;0,0030
afterwards;0,0000;0,0030
ago;0,0000;0,0030
agreeing;0,0000;0,0030
aid;0,0000;0,0030
airs;0,0000;0,0030
airy;0,0000;0,0030
aliis;0,0000;0,0030
allegiance;0,0000;0,0030
alleys;0,0000;0,0030
also;0,0000;0,0030
altitude;0,0000;0,0030
altogether;0,0000;0,0030
always;0,0000;0,0030
amaz;0,0000;0,0030
amaze;0,0000;0,0030
amber;0,0000;0,0030
ambiguous;0,0000;0,0030
amble;0,0000;0,0030
amen;0,0000;0,0030
amities;0,0000;0,0030
among;0,0000;0,0030
anchor;0,0000;0,0030
ancient;0,0000;0,0030
anger;0,0000;0,0030
angle;0,0000;0,0030
angry;0,0000;0,0030
animals;0,0000;0,0030
ankle;0,0000;0,0030
annexment;0,0000;0,0030
annual;0,0000;0,0030
anoint;0,0000;0,0030
answerest;0,0000;0,0030
answers;0,0000;0,0030
antic;0,0000;0,0030
anticipation;0,0000;0,0030
antiquity;0,0000;0,0030
apiece;0,0000;0,0030
apoplex;0,0000;0,0030
appal;0,0000;0,0030
apparel;0,0000;0,0030
appeareth;0,0000;0,0030
appetite;0,0000;0,0030
applaud;0,0000;0,0030
appliance;0,0000;0,0030
appointment;0,0000;0,0030
approaches;0,0000;0,0030
appurtenance;0,0000;0,0030
aptly;0,0000;0,0030
ardour;0,0000;0,0030
argues;0,0000;0,0030
aright;0,0000;0,0030
arithmetic;0,0000;0,0030
aroused;0,0000;0,0030
arraign;0,0000;0,0030
arrest;0,0000;0,0030
arrests;0,0000;0,0030
arriv;0,0000;0,0030
arrow;0,0000;0,0030
articles;0,0000;0,0030
artire;0,0000;0,0030
artless;0,0000;0,0030
asham;0,0000;0,0030
aslant;0,0000;0,0030
aspect;0,0000;0,0030
assail;0,0000;0,0030
assault;0,0000;0,0030
assays;0,0000;0,0030
associates;0,0000;0,0030
assure;0,0000;0,0030
asunder;0,0000;0,0030
attend;0,0000;0,0030
attended;0,0000;0,0030
attends;0,0000;0,0030
attent;0,0000;0,0030
attractive;0,0000;0,0030
attribute;0,0000;0,0030
audit;0,0000;0,0030
augury;0,0000;0,0030
aunt;0,0000;0,0030
auspicious;0,0000;0,0030
authorities;0,0000;0,0030
avouch;0,0000;0,0030
awork;0,0000;0,0030
awry;0,0000;0,0030
aye;0,0000;0,0030
babe;0,0000;0,0030
backward;0,0000;0,0030
bade;0,0000;0,0030
bait;0,0000;0,0030
baker;0,0000;0,0030
ban;0,0000;0,0030
bank;0,0000;0,0030
baptista;0,0000;0,0030
bar;0,0000;0,0030
barber;0,0000;0,0030
bare;0,0000;0,0030
barefac;0,0000;0,0030
barefoot;0,0000;0,0030
barr;0,0000;0,0030
barrel;0,0000;0,0030
barren;0,0000;0,0030
baseness;0,0000;0,0030
bastard;0,0000;0,0030
bated;0,0000;0,0030
battalions;0,0000;0,0030
batten;0,0000;0,0030
battery;0,0000;0,0030
battlements;0,0000;0,0030
bawd;0,0000;0,0030
bawdry;0,0000;0,0030
bawds;0,0000;0,0030
bawdy;0,0000;0,0030
beam;0,0000;0,0030
beards;0,0000;0,0030
